NP_963309.1,Q5JI17.1,30.047,213,110,6,34,242,40,217,8.42e-18,78.2,43.19
NP_963310.1,Q5JD44.1,42.683,82,43,2,7,87,1,79,4.57e-16,63.2,68.29
NP_963310.1,Q8U1T8.1,50.000,66,32,1,7,71,1,66,1.67e-15,62.0,71.21
NP_963311.1,Q5JGA9.1,37.461,323,187,6,2,321,4,314,3.44e-61,195,57.59
NP_963311.1,O58938.1,38.788,330,185,7,2,329,4,318,1.66e-60,193,56.97
NP_963315.1,Q8U336.1,26.027,73,42,1,1,61,1,73,0.12,31.2,45.21
NP_963318.1,O57765.1,38.776,49,23,3,3,44,5,53,2.0,26.2,63.27
NP_963322.1,O07883.1,53.846,13,6,0,199,211,167,179,7.6,24.3,84.62
NP_963325.1,O59543.1,41.379,29,17,0,61,89,18,46,9.6,22.7,65.52
NP_963329.1,E7FHX6.1,30.435,69,39,3,111,176,1317,1379,8.1,25.0,47.83
NP_963330.1,O59610.1,66.667,18,6,0,57,74,890,907,0.41,25.4,72.22
NP_963331.1,Q9V202.1,56.962,79,34,0,3,81,1,79,2.26e-26,89.0,65.82
NP_963331.1,Q8TZI4.1,60.000,70,28,0,3,72,1,70,5.24e-25,85.5,68.57
NP_963331.1,C6A452.1,60.000,70,28,0,3,72,1,70,6.45e-25,85.5,68.57
NP_963331.1,B6YTZ8.1,51.899,79,38,0,3,81,1,79,7.56e-25,85.5,63.29
NP_963331.1,O74106.2,60.000,70,28,0,3,72,1,70,1.20e-24,84.7,68.57
NP_963331.1,Q5JDM6.1,51.899,79,38,0,3,81,1,79,1.29e-24,84.7,63.29
NP_963331.1,C5A4Z4.1,51.899,79,38,0,3,81,1,79,2.55e-24,84.0,63.29
NP_963331.1,Q5JDM8.1,57.143,14,6,0,52,65,2,15,0.65,23.1,71.43
NP_963331.1,B6YTZ7.1,58.333,12,5,0,54,65,4,15,1.8,21.9,75.00
NP_963331.1,Q9V201.1,58.333,12,5,0,54,65,4,15,2.9,21.6,75.00
NP_963331.1,O74105.2,50.000,12,6,0,54,65,4,15,4.8,20.8,75.00
NP_963333.1,C6A0R1.1,33.333,189,116,3,23,211,2,180,4.27e-31,108,57.14
NP_963333.1,Q52366.1,30.319,188,121,3,24,211,6,183,1.97e-28,102,58.51
NP_963333.1,B6YXI6.1,30.319,188,121,3,24,211,6,183,4.31e-28,101,55.85
NP_963333.1,Q56253.1,29.412,187,122,3,23,209,2,178,6.38e-27,98.6,55.61
NP_963333.1,P62000.1,31.351,185,117,3,26,210,8,182,8.82e-27,98.2,55.14
NP_963333.1,Q9V024.1,29.534,193,126,3,19,211,1,183,1.60e-25,94.7,54.40
NP_963333.1,O58737.1,29.016,193,127,3,19,211,1,183,7.52e-25,93.2,54.40
NP_963333.1,Q5JFR1.1,31.579,57,39,0,21,77,155,211,0.16,28.5,49.12
NP_963336.1,Q8U3L0.1,46.232,491,254,5,2,482,8,498,2.93e-153,442,66.40
NP_963339.1,O58356.1,42.723,426,217,13,1,399,2,427,5.13e-90,282,58.69
NP_963339.1,Q9UYS8.1,42.254,426,219,13,1,399,2,427,5.99e-89,280,59.62
NP_963339.1,O73954.2,41.433,321,161,11,1,296,2,320,3.09e-59,204,59.19
NP_963339.1,O73954.2,47.321,112,55,3,292,399,689,800,2.33e-20,89.7,63.39
NP_963339.1,P95479.2,26.185,443,232,18,2,382,641,1050,6.00e-18,82.4,39.50
NP_963339.1,Q9UZ86.1,26.077,441,235,16,2,382,641,1050,6.39e-18,82.4,39.91
NP_963339.1,O58530.1,33.766,77,35,2,322,382,1385,1461,0.005,35.0,45.45
NP_963339.1,Q6F598.1,25.146,171,101,5,233,382,1383,1547,0.006,35.0,39.18
NP_963339.1,C6A2Q1.1,41.379,29,17,0,48,76,195,223,1.6,26.6,55.17
NP_963343.1,Q5JGN9.1,22.368,76,56,2,203,275,123,198,1.0,27.3,48.68
NP_963343.1,Q8U3D6.1,47.826,23,12,0,478,500,196,218,4.1,26.2,65.22
NP_963344.1,Q9UZR7.1,22.222,90,62,3,100,189,313,394,0.14,28.9,45.56
NP_963344.1,O58864.1,29.412,34,24,0,156,189,362,395,1.1,26.2,61.76
NP_963345.1,Q9UZK7.1,37.931,29,16,1,144,172,371,397,8.1,23.5,65.52
NP_963345.1,Q5JGR9.1,42.857,28,14,1,145,172,524,549,8.5,23.5,64.29
NP_963346.1,Q5JGK6.1,40.887,406,185,5,5,355,7,412,1.26e-96,290,58.13
NP_963346.1,B6YU52.1,40.640,406,186,5,5,355,7,412,2.38e-95,286,57.64
NP_963346.1,Q8U0J4.1,46.708,319,159,5,7,317,12,327,1.11e-94,285,66.46
NP_963346.1,Q9V151.2,47.213,305,150,5,21,317,23,324,7.46e-93,280,67.21
NP_963346.1,O59264.1,46.230,305,153,5,21,317,26,327,7.39e-91,275,67.21
NP_963346.1,C5ZZZ5.1,39.796,392,181,6,19,355,21,412,4.69e-88,268,57.40
NP_963346.1,Q8U3J2.1,48.485,33,10,1,133,165,435,460,2.2,26.2,60.61
NP_963347.1,O58864.1,42.857,413,223,8,27,437,1,402,2.11e-107,320,61.02
NP_963347.1,Q9UZR7.1,40.678,413,231,8,27,437,1,401,3.60e-106,317,61.26
NP_963347.1,Q8U1N4.1,41.289,419,233,8,27,442,1,409,1.28e-104,313,61.81
NP_963347.1,Q8U2K7.1,38.095,420,243,10,27,442,1,407,1.11e-84,262,56.67
NP_963347.1,Q9UZK1.1,36.557,424,246,10,27,442,1,409,5.68e-83,258,56.60
NP_963347.1,O58994.1,38.517,418,242,9,25,438,1,407,5.97e-82,255,55.50
NP_963347.1,Q9V0Q0.1,26.582,79,58,0,300,378,177,255,0.005,34.7,54.43
NP_963348.1,O58787.1,35.714,56,32,2,47,98,1,56,0.46,25.4,50.00
NP_963348.1,P56813.1,41.463,41,22,1,60,98,16,56,1.00,24.6,53.66
NP_963348.1,Q8U1W7.1,36.585,41,24,1,60,98,13,53,8.0,21.9,53.66
NP_963349.1,Q8U227.2,46.723,473,231,6,1,453,1,472,9.25e-144,416,64.06
NP_963349.1,C5A739.1,46.723,473,227,8,2,453,3,471,3.69e-142,412,64.69
NP_963349.1,B6YUQ3.1,46.154,468,233,8,4,453,5,471,5.83e-140,406,64.53
NP_963349.1,O58370.1,45.106,470,239,6,2,453,3,471,1.13e-138,403,64.68
NP_963349.1,Q9UYV2.1,45.726,468,235,7,4,453,5,471,3.14e-138,402,64.10
NP_963349.1,Q5JD45.1,45.299,468,237,7,4,453,5,471,6.87e-138,401,63.89
NP_963349.1,Q9V072.1,28.440,109,77,1,220,327,580,688,1.60e-06,46.6,53.21
NP_963349.1,O58792.1,27.083,144,100,3,220,361,580,720,1.61e-06,46.6,52.08
NP_963349.1,P46214.2,28.846,104,73,1,220,322,580,683,1.35e-05,43.5,52.88
NP_963349.1,Q5JJ31.1,25.000,152,104,2,220,361,580,731,3.17e-05,42.4,46.05
NP_963349.1,O59147.1,42.308,52,27,2,28,79,126,174,3.58e-05,42.0,61.54
NP_963349.1,Q9V0V2.1,42.308,52,27,2,28,79,126,174,8.71e-05,40.8,59.62
NP_963349.1,Q8U149.1,38.462,78,38,5,28,104,126,194,8.96e-05,40.8,55.13
NP_963349.1,C5ZZZ3.1,34.615,78,41,5,28,104,132,200,0.001,37.4,56.41
NP_963349.1,Q5JGH7.1,37.037,54,31,2,28,81,131,181,0.004,35.4,55.56
NP_963350.1,O57864.2,39.542,349,178,7,3,319,22,369,2.44e-76,237,60.17
NP_963350.1,Q5JET2.1,37.968,374,196,9,3,342,19,390,2.60e-75,234,59.36
NP_963350.1,B6YUE9.1,38.793,348,182,6,3,319,19,366,1.89e-74,232,58.91
NP_963350.1,P81413.1,38.682,349,181,6,3,319,23,370,5.00e-74,231,59.31
NP_963350.1,Q9V2F2.2,38.395,349,182,7,3,319,22,369,3.86e-73,229,59.60
NP_963350.1,Q5JH68.1,35.484,31,19,1,43,73,1,30,0.59,27.7,67.74
NP_963350.1,Q8U207.1,32.000,25,17,0,43,67,1,25,3.0,25.4,64.00
NP_963350.1,C5A5D0.1,32.000,25,17,0,43,67,1,25,3.9,25.0,68.00
NP_963350.1,B6YVU5.1,32.000,25,17,0,43,67,1,25,4.1,25.0,64.00
NP_963350.1,C6A2Q1.1,34.783,23,15,0,43,65,1,23,5.0,24.6,69.57
NP_963350.1,Q9UZN1.1,32.000,25,17,0,43,67,1,25,6.4,24.3,60.00
NP_963350.1,O58844.1,32.000,25,17,0,43,67,1,25,6.9,24.3,60.00
NP_963352.1,P61994.1,71.831,142,40,0,2,143,6,147,2.34e-59,177,78.17
NP_963352.1,O59229.2,71.127,142,41,0,2,143,6,147,1.09e-58,175,77.46
NP_963352.1,P29161.1,70.423,142,42,0,2,143,6,147,2.25e-57,172,76.76
NP_963352.1,Q5JE20.1,70.423,142,42,0,2,143,6,147,3.60e-57,171,76.76
NP_963353.1,Q9V2G3.3,37.288,59,24,3,258,303,42,100,0.15,30.8,52.54
NP_963353.1,O57853.1,33.929,56,25,2,258,301,42,97,0.19,30.4,51.79
NP_963353.1,Q5JHP1.1,37.288,59,24,3,258,303,42,100,0.20,30.4,54.24
NP_963353.1,Q9UWR2.1,35.294,68,31,3,249,303,33,100,0.21,30.4,48.53
NP_963353.1,Q8TH18.1,47.368,19,10,0,262,280,6,24,3.2,26.2,73.68
NP_963353.1,O58522.1,47.368,19,10,0,262,280,3,21,3.9,25.8,73.68
NP_963353.1,Q9UZ81.1,47.368,19,10,0,262,280,3,21,3.9,25.8,73.68
NP_963357.1,Q8U036.1,44.724,199,98,7,1,188,1,198,2.46e-43,141,64.32
NP_963357.1,Q9V1A9.1,46.000,200,94,8,1,188,1,198,6.94e-43,140,63.00
NP_963357.1,O59351.1,43.000,200,100,8,1,188,1,198,1.54e-41,136,65.00
NP_963357.1,B6YVT5.1,45.500,200,95,8,1,188,1,198,4.42e-40,132,62.00
NP_963357.1,O74035.1,45.000,200,96,8,1,188,1,198,1.01e-39,132,62.00
NP_963357.1,C6A1I4.1,42.289,201,100,9,1,188,1,198,1.02e-36,124,64.68
NP_963357.1,C5A286.1,56.250,16,7,0,115,130,108,123,8.7,23.1,81.25
NP_963358.1,Q5JE70.1,35.526,304,185,6,2,298,4,303,3.28e-55,178,54.61
NP_963358.1,C5A5S2.1,34.505,313,192,7,2,307,4,310,1.68e-52,171,53.99
NP_963358.1,B6YT50.1,34.564,298,191,4,2,297,4,299,3.76e-52,170,54.03
NP_963358.1,C6A2P3.1,35.099,302,174,7,2,292,4,294,2.14e-48,160,52.98
NP_963358.1,O58883.1,33.550,307,193,7,2,302,4,305,2.95e-47,157,53.75
NP_963358.1,Q9UZP4.1,34.944,269,170,5,2,267,4,270,7.06e-47,156,53.90
NP_963358.1,Q8U182.1,31.970,269,178,4,2,267,4,270,4.14e-41,141,51.67
NP_963358.1,Q8U378.1,27.692,65,30,2,17,64,14,78,0.97,26.9,44.62
NP_963358.1,P81414.1,33.333,42,21,2,51,92,35,69,1.8,25.8,54.76
NP_963358.1,Q5JIX0.1,28.235,85,44,2,17,84,14,98,2.5,25.8,41.18
NP_963358.1,O57860.1,30.952,42,22,2,51,92,35,69,5.6,24.3,54.76
NP_963358.1,Q9V2F5.1,30.952,42,22,2,51,92,35,69,6.8,24.3,54.76
NP_963359.1,O74095.1,51.389,72,34,1,6,76,13,84,3.90e-15,60.5,68.06
NP_963359.1,Q8U000.2,51.389,72,34,1,6,76,13,84,1.38e-14,58.9,65.28
NP_963359.1,Q9V1T7.1,50.000,72,35,1,6,76,13,84,1.66e-14,58.9,65.28
NP_963359.1,Q5JDH1.1,50.000,74,36,1,4,76,11,84,1.85e-14,58.5,63.51
NP_963359.1,C5A284.1,50.000,74,36,1,4,76,11,84,2.00e-14,58.5,66.22
NP_963359.1,B6YSL5.1,47.222,72,37,1,6,76,13,84,1.83e-13,56.2,62.50
NP_963359.1,C6A3R1.1,60.000,15,6,0,50,64,185,199,1.9,22.7,86.67
NP_963361.1,O58730.2,32.867,286,151,10,1,247,1,284,1.29e-38,133,52.45
NP_963361.1,Q9V018.1,32.639,288,149,10,1,247,1,284,1.00e-37,130,51.04
NP_963361.1,C5A3R9.1,31.250,288,153,10,1,247,1,284,1.17e-36,127,51.74
NP_963361.1,Q5JIX0.1,31.944,288,151,10,1,247,1,284,2.33e-36,127,50.35
NP_963361.1,Q8U378.1,32.646,291,145,11,1,247,1,284,1.95e-34,122,49.83
NP_963361.1,C6A390.1,31.930,285,156,10,1,247,1,285,2.36e-34,122,51.58
NP_963361.1,B6YXP0.1,29.861,288,157,12,1,247,1,284,3.88e-33,118,51.74
NP_963361.1,Q5JE70.1,71.429,14,4,0,61,74,53,66,0.32,28.1,85.71
NP_963361.1,C6A2P3.1,28.767,73,38,4,27,95,21,83,0.96,26.6,53.42
NP_963361.1,B6YT50.1,64.286,14,5,0,61,74,53,66,1.1,26.6,85.71
NP_963361.1,O58883.1,64.286,14,5,0,61,74,53,66,1.6,25.8,78.57
NP_963361.1,C5A5S2.1,57.143,14,6,0,61,74,53,66,1.8,25.8,85.71
NP_963361.1,Q9UZP4.1,57.143,14,6,0,61,74,53,66,3.0,25.0,78.57
NP_963361.1,Q8U182.1,50.000,14,7,0,61,74,53,66,6.9,23.9,78.57
NP_963362.1,P61875.1,37.433,561,276,18,81,609,66,583,4.74e-94,304,54.90
NP_963362.1,Q9HH06.1,37.066,518,266,15,81,579,66,542,3.97e-86,283,57.72
NP_963362.1,P0CL76.1,35.606,528,290,13,66,579,50,541,7.97e-86,282,57.39
NP_963362.1,P0CL77.1,35.606,528,290,13,66,579,50,541,8.14e-86,282,57.39
NP_963362.1,Q56366.1,33.910,578,307,21,66,611,50,584,1.62e-85,281,53.63
NP_963362.1,P56689.1,35.397,517,267,16,85,579,70,541,7.23e-85,279,56.29
NP_963362.1,Q51334.1,35.745,470,241,16,81,531,66,493,9.59e-68,238,56.38
NP_963362.1,Q51334.1,57.500,40,16,1,541,579,1040,1079,1.21e-08,54.3,77.50
NP_963362.1,O59610.1,33.125,480,271,13,66,531,50,493,3.03e-66,233,55.42
NP_963362.1,O59610.1,53.846,39,18,0,541,579,963,1001,3.42e-09,56.2,74.36
NP_963362.1,P30317.1,33.265,487,263,16,66,531,50,495,6.12e-62,221,53.59
NP_963362.1,P30317.1,38.889,126,68,5,530,648,1032,1155,3.33e-18,85.5,57.94
NP_963362.1,Q9HH84.1,33.118,465,251,15,85,531,70,492,6.58e-62,220,54.19
NP_963362.1,Q9HH84.1,35.652,115,65,4,541,648,1037,1149,5.11e-13,68.6,54.78
NP_963362.1,Q9HH05.1,31.340,485,272,16,66,531,17,459,9.28e-62,220,54.02
NP_963362.1,Q9HH05.1,34.783,115,66,4,541,648,1006,1118,9.74e-11,61.2,52.17
NP_963362.1,P74918.1,31.795,390,213,13,66,436,50,405,6.63e-45,169,52.56
NP_963362.1,P74918.1,35.965,228,121,8,432,648,761,974,1.68e-33,134,55.26
NP_963362.1,P77933.3,31.757,444,233,16,23,436,2,405,9.30e-45,169,49.55
NP_963362.1,P77933.3,37.000,100,55,3,432,531,761,852,9.50e-12,64.3,58.00
NP_963362.1,P77933.3,60.000,40,15,1,541,579,1399,1438,9.80e-08,51.6,75.00
NP_963362.1,O33845.1,32.320,362,187,11,92,436,88,408,1.79e-40,155,51.10
NP_963362.1,O33845.1,40.476,126,66,4,530,648,1392,1515,1.18e-18,87.0,56.35
NP_963362.1,O33845.1,40.000,100,52,3,432,531,764,855,4.37e-13,68.9,59.00
NP_963362.1,C6A439.1,45.833,24,13,0,232,255,85,108,3.9,25.8,58.33
NP_963363.1,Q5JJF3.1,70.833,120,34,1,3,122,14,132,1.48e-47,146,80.83
NP_963363.1,B6YSQ2.1,70.000,120,35,1,3,122,13,131,2.34e-47,145,79.17
NP_963363.1,C6A1B2.1,70.000,120,35,1,3,122,13,131,4.09e-47,145,80.00
NP_963363.1,C5A250.1,70.000,120,35,1,3,122,12,130,8.25e-47,144,79.17
NP_963363.1,P62010.1,71.667,120,33,1,3,122,11,129,2.05e-46,143,80.00
NP_963363.1,Q8U0E3.1,71.667,120,33,1,3,122,11,129,2.67e-46,143,80.00
NP_963366.1,O58356.1,28.169,71,44,2,63,133,380,443,1.7,25.0,46.48
NP_963368.1,O57872.1,31.720,186,99,8,10,171,11,192,1.60e-13,63.2,48.92
NP_963368.1,Q8U4L3.1,30.808,198,101,8,3,171,2,192,2.74e-13,62.8,46.46
NP_963368.1,Q9V2E4.1,29.609,179,99,7,16,171,18,192,1.24e-11,58.2,47.49
NP_963368.1,Q5JEB0.1,32.121,165,85,8,30,172,32,191,1.75e-11,58.2,49.70
NP_963368.1,O57896.1,31.325,166,85,8,30,172,31,190,7.98e-10,53.1,47.59
NP_963368.1,Q8U4K3.1,28.022,182,99,8,16,172,16,190,9.27e-10,53.1,47.25
NP_963368.1,Q8U3E0.1,26.374,182,109,7,12,171,18,196,1.03e-07,47.0,46.70
NP_963368.1,Q9V2C0.1,29.091,165,90,8,30,172,31,190,2.79e-07,45.8,47.88
NP_963368.1,O59479.1,29.787,188,97,10,16,173,21,203,4.36e-07,45.1,46.28
NP_963368.1,Q9V1Q4.1,27.604,192,104,10,12,173,17,203,2.43e-06,42.7,45.31
NP_963368.1,Q8U242.1,25.373,201,109,10,8,172,12,207,3.96e-06,42.0,44.28
NP_963368.1,Q9UZU7.2,25.758,198,111,9,8,172,13,207,4.27e-06,42.0,44.44
NP_963368.1,Q5JEP9.1,24.157,178,104,6,8,155,12,188,4.56e-06,42.0,44.94
NP_963368.1,Q9YGA6.1,27.869,183,104,10,18,174,21,201,2.06e-05,40.0,44.26
NP_963368.1,O58687.1,46.429,28,15,0,18,45,16,43,0.027,30.8,67.86
NP_963368.1,P58301.1,52.000,25,12,0,21,45,19,43,0.033,30.8,68.00
NP_963368.1,Q8TZY2.2,41.026,39,20,1,3,41,7,42,0.040,30.4,58.97
NP_963368.1,Q9UZC8.1,52.174,23,11,0,23,45,21,43,0.12,28.9,65.22
NP_963368.1,Q5JHN1.1,40.000,25,15,0,21,45,19,43,0.65,26.6,72.00
NP_963368.1,Q5JF42.1,52.941,17,8,0,30,46,7,23,2.1,24.6,76.47
NP_963368.1,P56858.1,52.941,17,8,0,30,46,8,24,3.8,23.9,76.47
NP_963368.1,P46214.2,38.462,26,16,0,49,74,911,936,4.2,24.3,57.69
NP_963368.1,O58792.1,38.462,26,16,0,49,74,911,936,7.0,23.5,57.69
NP_963369.1,C6A179.1,62.755,196,72,1,1,195,1,196,9.18e-81,235,82.65
NP_963369.1,Q9HH80.1,62.944,197,71,2,1,195,1,197,1.15e-79,233,81.73
NP_963369.1,O59438.2,61.929,197,73,2,1,195,1,197,1.80e-79,232,82.23
NP_963369.1,Q9V1V4.1,61.929,197,73,2,1,195,1,197,3.50e-79,231,82.23
NP_963369.1,B6YSN3.1,63.452,197,70,2,1,195,1,197,5.61e-79,231,80.71
NP_963369.1,Q5JJG7.1,63.452,197,70,2,1,195,1,197,3.61e-70,208,81.73
NP_963369.1,C5A266.1,62.437,197,72,2,1,195,1,197,2.19e-68,204,80.71
NP_963370.1,Q9V076.1,21.397,458,284,19,187,611,6,420,8.45e-08,50.8,40.61
NP_963370.1,Q8U053.1,31.507,73,34,4,189,261,2,58,0.12,30.8,52.05
NP_963370.1,Q9V1C7.1,33.803,71,31,5,189,259,2,56,0.14,30.4,52.11
NP_963370.1,Q5JFH5.1,25.532,141,53,6,189,323,2,96,0.18,30.0,39.72
NP_963370.1,O59330.2,54.545,22,9,1,238,259,36,56,0.31,29.6,81.82
NP_963370.1,B6YXJ1.1,62.500,16,6,0,244,259,40,55,1.4,27.3,81.25
NP_963371.1,Q56304.4,53.753,413,181,5,2,404,5,417,1.27e-145,416,70.22
NP_963371.1,Q47950.2,51.691,414,189,5,2,404,5,418,8.48e-142,407,70.53
NP_963371.1,P0CL73.1,51.449,414,190,5,2,404,5,418,1.24e-141,406,70.29
NP_963371.1,Q47951.1,51.691,414,189,5,2,404,5,418,3.33e-140,403,70.05
NP_963371.1,P80319.2,50.725,414,193,5,2,404,5,418,3.06e-138,398,69.81
NP_963371.1,O74024.1,50.725,414,194,5,1,404,4,417,7.55e-138,397,68.60
NP_963371.1,O59650.4,50.240,416,195,6,1,404,4,419,1.87e-137,396,69.71
NP_963373.1,Q5JCZ1.1,57.411,479,199,3,3,477,5,482,0.0,560,74.53
NP_963373.1,Q9V168.1,56.623,385,163,2,96,477,533,916,9.62e-149,444,75.32
NP_963373.1,Q9V168.1,50.806,124,54,3,1,117,1,124,6.01e-32,125,70.16
NP_963373.1,O59245.1,56.218,386,164,3,96,477,487,871,1.89e-146,436,75.39
NP_963373.1,O59245.1,51.613,124,53,3,1,117,1,124,2.13e-31,124,69.35
NP_963373.1,Q8U0H4.1,56.995,386,161,3,96,477,586,970,5.77e-146,438,74.61
NP_963373.1,Q8U0H4.1,51.639,122,52,3,3,117,11,132,1.15e-31,125,70.49
NP_963373.1,C5A226.1,32.500,40,17,1,6,35,97,136,2.6,26.6,50.00
NP_963373.1,O59188.1,41.935,31,18,0,404,434,25,55,3.9,25.4,61.29
NP_963377.1,Q8U152.1,67.447,427,125,6,1,420,1,420,0.0,546,79.63
NP_963377.1,O59153.1,66.979,427,127,6,1,420,1,420,0.0,545,79.63
NP_963377.1,P26751.1,67.213,427,126,6,1,420,3,422,0.0,545,79.63
NP_963377.1,Q9V0V7.1,66.745,427,128,6,1,420,1,420,0.0,542,79.39
NP_963377.1,C6A4R7.1,64.637,427,137,6,1,420,1,420,0.0,542,77.28
NP_963377.1,C5A5P4.1,65.340,427,134,6,1,420,1,420,0.0,523,77.52
NP_963377.1,Q5JFZ4.1,64.637,427,137,6,1,420,1,420,0.0,522,77.75
NP_963377.1,P17197.1,63.934,427,140,6,1,420,1,420,0.0,521,77.52
NP_963377.1,B6YVG2.1,64.169,427,139,6,1,420,1,420,0.0,520,77.75
NP_963377.1,Q5JDL3.1,27.624,362,188,11,5,330,9,332,2.13e-27,109,44.75
NP_963377.1,B6YW69.1,29.345,351,196,13,5,330,9,332,2.19e-27,109,48.43
NP_963377.1,Q8U082.1,29.360,344,206,15,5,330,9,333,1.00e-22,95.9,48.55
NP_963377.1,O59410.1,29.446,343,203,15,7,330,11,333,1.83e-22,95.1,48.10
NP_963377.1,Q9V1G0.1,29.155,343,204,15,7,330,11,333,6.60e-22,93.2,48.10
NP_963377.1,C6A1V3.1,22.549,306,182,11,10,285,9,289,3.30e-07,48.5,42.16
NP_963377.1,B6YWH3.1,22.951,305,182,10,10,285,9,289,3.51e-07,48.5,42.62
NP_963378.1,B6YVG1.1,40.000,105,60,1,1,105,1,102,2.40e-25,88.2,67.62
NP_963378.1,Q5JFZ5.1,39.048,105,61,1,1,105,1,102,5.81e-25,87.0,67.62
NP_963378.1,P61885.1,40.000,105,60,1,1,105,1,102,4.10e-24,85.1,65.71
NP_963378.1,Q9V0V6.1,40.000,105,60,1,1,105,1,102,2.22e-23,83.2,64.76
NP_963378.1,O59152.1,39.048,105,61,1,1,105,1,102,5.19e-23,82.0,64.76
NP_963379.1,O57857.2,36.620,71,38,3,1,71,184,247,0.50,28.1,52.11
NP_963382.1,Q9V0P9.1,58.529,340,136,4,1,337,1,338,9.35e-132,376,74.71
NP_963382.1,O50123.1,56.765,340,142,4,1,337,1,338,4.00e-129,369,74.71
NP_963382.1,O93634.1,58.235,340,137,4,1,337,1,338,1.32e-124,357,74.41
NP_963382.1,C5A639.1,58.529,340,136,4,1,337,1,338,2.71e-124,357,73.82
NP_963382.1,Q5JGN0.1,57.185,341,141,4,1,338,1,339,1.02e-123,355,73.90
NP_963382.1,C6A1U9.1,55.588,340,146,4,1,337,1,338,1.54e-123,355,73.24
NP_963382.1,B6YWX4.1,56.305,341,144,4,1,338,1,339,5.17e-122,351,73.90
NP_963383.1,Q9V270.2,29.152,566,328,18,47,589,4,519,1.23e-69,230,51.59
NP_963383.1,O57963.1,29.204,565,329,18,47,589,4,519,3.76e-67,224,49.73
NP_963383.1,Q8U4F3.1,28.772,570,325,19,47,589,4,519,1.49e-66,222,50.88
NP_963383.1,Q5JHQ3.1,27.592,569,338,17,44,589,5,522,1.62e-62,211,48.86
NP_963383.1,C5ZZZ3.1,31.373,51,35,0,62,112,123,173,0.013,34.3,54.90
NP_963383.1,Q5JGH7.1,25.974,77,50,1,43,112,96,172,0.040,32.7,48.05
NP_963383.1,Q5JJ31.1,31.429,70,36,3,76,142,52,112,1.7,27.3,44.29
NP_963383.1,O58792.1,26.056,142,84,5,76,211,52,178,3.3,26.6,41.55
NP_963383.1,Q9V072.1,26.712,146,78,7,76,211,52,178,4.2,26.2,41.78
NP_963383.1,Q8NKR7.2,29.310,58,41,0,47,104,17,74,4.6,26.2,39.66
NP_963383.1,C6A2E4.1,24.590,122,68,5,237,334,32,153,5.2,25.8,37.70
NP_963383.1,B6YST9.1,29.310,58,41,0,47,104,17,74,9.8,25.0,37.93
NP_963386.1,Q5JH36.1,36.162,271,169,2,6,272,8,278,6.54e-50,164,59.04
